# Variant 3: BERT ONLY (reference_length = 6)
segment,start_time,timestamp,model,title,avg_score,bert_score,cosine_score,penalty
1,0,00:00,llama3.1-8b,Understanding Linux's Top-Level Folders,0.38993406295776367,0.38993406295776367,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,tinyllama,Understanding the Linux File System Structure,0.38248467445373535,0.38248467445373535,0.0,1.0
1,0,00:00,gemma2-9b,Unveiling Linux's File System Structure,0.3752919137477875,0.3752919137477875,0.0,1.0
1,0,00:00,gemma2-9b,Unveiling Linux's File System Structure,0.3752919137477875,0.3752919137477875,0.0,1.0
1,0,00:00,gemma2-9b,Unveiling Linux's File System Structure,0.3752919137477875,0.3752919137477875,0.0,1.0
1,0,00:00,gemma2-9b,Unveiling Linux's File System Structure,0.3752919137477875,0.3752919137477875,0.0,1.0
1,0,00:00,llama3.1-8b,Decoding the Linux File System Structure,0.36486297845840454,0.36486297845840454,0.0,1.0
1,0,00:00,llama3.1-8b,Unpacking the Linux File System Hierarchy,0.36451470851898193,0.36451470851898193,0.0,1.0
1,0,00:00,llama3.1-8b,Decoding the Linux File System Hierarchy,0.35899969935417175,0.35899969935417175,0.0,1.0
1,0,00:00,gemma2-9b,Unveiling the Linux File System Structure,0.35857245326042175,0.35857245326042175,0.0,1.0
1,0,00:00,llama3.1-8b,Exploring Linux's Root Directory Structure,0.35788747668266296,0.35788747668266296,0.0,1.0
1,0,00:00,llama3.1-8b,Unraveling Linux File System Structure,0.3469195067882538,0.3469195067882538,0.0,1.0
1,0,00:00,gemma2-9b,Unlocking Linux's File System Secrets,0.34052667021751404,0.34052667021751404,0.0,1.0
1,0,00:00,llama3.1-8b,Unpacking Linux File System Structure,0.33637693524360657,0.33637693524360657,0.0,1.0
1,0,00:00,gemma2-9b,Unlocking Linux: The File System Explained,0.3341200053691864,0.3341200053691864,0.0,1.0
1,0,00:00,gemma2-9b,Unlocking Linux: The File System Explained,0.3341200053691864,0.3341200053691864,0.0,1.0
1,0,00:00,gemma2-9b,Unlocking Linux: The File System Explained,0.3341200053691864,0.3341200053691864,0.0,1.0
1,0,00:00,llama3.1-8b,Exploring Linux File System Structure,0.32416531443595886,0.32416531443595886,0.0,1.0
1,0,00:00,llama3.1-8b,Exploring Linux File Hierarchy Essentials,0.3214118480682373,0.3214118480682373,0.0,1.0
1,0,00:00,qwen2-7b,Decoding Linux's Top-Level Directories: From Root to Recovery,0.3017374354807241,0.42110851407051086,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Decoding Linux's Top-Level Directories: From Root to Recovery,0.3017374354807241,0.42110851407051086,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Decoding Linux's Top-Level Directories: From Root to Recovery,0.3017374354807241,0.42110851407051086,0.0,0.7165313105737893
1,0,00:00,gemma2-9b,Unlocking Linux File System Secrets,0.2906701862812042,0.2906701862812042,0.0,1.0
1,0,00:00,qwen2-7b,Decoding Linux File Structure: From Root to User,0.25450258442627033,0.35518696904182434,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Decoding Linux File System: From Root to User,0.2535836663126628,0.35390451550483704,0.0,0.7165313105737893
1,0,00:00,llama3.1-8b,Uncovering the Secrets of the Linux Root Directory,0.25066551619421795,0.3498319089412689,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Decoding Linux's File System Structure: From Root to User,0.24290294801420123,0.400479257106781,0.0,0.6065306597126334
1,0,00:00,qwen2-7b,Decoding Linux's File System Hierarchy: From Root to User,0.242620871686853,0.400014191865921,0.0,0.6065306597126334
