# Variant 3: BERT ONLY (reference_length = 6)
3,290,04:50,tinyllama,How to Identify and Rotate a Stack of Cubes to Get to Another Rhombic Tiling,0.09464434585122085,0.4241665303707123,0.0,0.22313016014842982
5,628,10:28,mistral-7b-v0.3,Three Circles' External Tangent Intersection Points Always Lie on a Line - A 3-Dimensional Perspective,0.0863499742965166,0.38699373602867126,0.0,0.22313016014842982
5,628,10:28,mistral-7b-v0.3,Three Circles' External Tangent Intersection Points Always Lie on a Line - A Geometric Puzzle,0.08333090662525253,0.3734632134437561,0.0,0.22313016014842982
5,628,10:28,mistral-7b-v0.3,Three Circles' External Tangent Intersection Points Always Lie on a Line - A Geometric Puzzle,0.08333090662525253,0.3734632134437561,0.0,0.22313016014842982
5,628,10:28,mistral-7b-v0.3,Three Circles' Intersection Points Always Line Up: A Geometric Puzzle Solved in Three Dimensions,0.0944848689495321,0.3584442138671875,0.0,0.2635971381157267
5,628,10:28,mistral-7b-v0.3,Three Circles' Intersection Points Always Lie on a Line - A Geometric Puzzle,0.11370536204783183,0.3651386797428131,0.0,0.31140322391459774
3,290,04:50,mistral-7b-v0.3,From Rhombus Tilings to Cubes: A 3D Perspective on a 2D Puzzle,0.12940696062686086,0.35176458954811096,0.0,0.36787944117144233
3,290,04:50,mistral-7b-v0.3,From Rhombus Tilings to Cubes: A 3D Perspective on a 2D Puzzle,0.12940696062686086,0.35176458954811096,0.0,0.36787944117144233
3,290,04:50,mistral-7b-v0.3,From Rhombus Tilings to Cubes: A 3D Perspective on a 2D Puzzle,0.12940696062686086,0.35176458954811096,0.0,0.36787944117144233
3,290,04:50,mistral-7b-v0.3,From Rhombus Tilings to Cubes: A 3D Perspective on a 2D Puzzle,0.12940696062686086,0.35176458954811096,0.0,0.36787944117144233
5,628,10:28,mistral-7b-v0.3,Three Circles' Intersection Points Always Lie on a Line: A 3-Dimensional Puzzle,0.1420576119227592,0.38615262508392334,0.0,0.36787944117144233
5,628,10:28,mistral-7b-v0.3,Three Circles' Intersection Points Always Lie on a Line: A Geometric Puzzle,0.13633384594710354,0.3705938160419464,0.0,0.36787944117144233
1,0,00:00,mistral-7b-v0.3,Exploring Tilings: Can We Rotate Our Way to Any Pattern?,0.17324933119913286,0.33744361996650696,0.0,0.513417119032592
