# Variant 3: BERT ONLY (reference_length = 6)
4,310,05:10,tinyllama,An Eco-Socialist World Must Supply What Capitalist Systems Are Low To Provide For Fear Of Workers No Longer Needing To Deflate Their Wages Just To Live,0.01920512571681683,0.5383508801460266,0.0,0.03567399334725241
4,310,05:10,tinyllama,An Eco-Socialist World Must Provide What Capitalist Systems Are Low To Provide For Fear Of Workers No Longer Needing To Deflate Their Wages Just To Live,0.019195350951598494,0.5380768775939941,0.0,0.03567399334725241
4,310,05:10,tinyllama,An Eco-Socialist World Must Provide What Capitalist Systems Are Low To Provide For Fear Of Workers No Longer Needing To Deflate Their Wages Just To Live,0.019195350951598494,0.5380768775939941,0.0,0.03567399334725241
4,310,05:10,tinyllama,An Eco-Socialist World Must Provide What Capitalist Systems Are Low To Provide For Fear Of Workers No Longer Needing To Deflate Their Wages Just To Live,0.019195350951598494,0.5380768775939941,0.0,0.03567399334725241
5,430,07:10,tinyllama,A Better World for All People and the Planet: Transforming Work and Why We Do It,0.08388271031603617,0.44411617517471313,0.0,0.18887560283756186
8,786,13:06,tinyllama,"Fiscal Speculation: Global Military Budgets Eclipsed by Funding for Climate Action, Healthcare, Education, and Restorative Justice",0.08470677464542828,0.44847917556762695,0.0,0.18887560283756186
4,310,05:10,tinyllama,The Eco-Socialist World Must Provide What Capitalist Systems Are Low To Provide For Workers Needs,0.10270227722496071,0.4602796733379364,0.0,0.22313016014842982
8,786,13:06,tinyllama,"Fiscal Fiscality: Global Military Budgets Eclipsing Funding for Climate Action, Healthcare, Education, and Restorative Justice",0.09966752268265111,0.44667884707450867,0.0,0.22313016014842982
1,0,00:00,tinyllama,Building a Better Future: An Eco-Socialist Vision for the Transition Away From Fossil Capitalism,0.11334489373730929,0.4299928843975067,0.0,0.2635971381157267
5,430,07:10,tinyllama,The Future We Want - A Transformative Plan for a Just and Sustainable Society,0.09974594995900743,0.3784030079841614,0.0,0.2635971381157267
8,786,13:06,tinyllama,"Encourage Care by Helping Zero-Carbon Communities, Social Programs, and Repairive Justice Initiatives Thrive",0.13356763716083594,0.42892181873321533,0.0,0.31140322391459774
8,786,13:06,tinyllama,"Encourage Care by Helping Zero-Carbon Communities, Social Programs, and Repairing Indigenously Owned Lands",0.1315320900796841,0.4223851263523102,0.0,0.31140322391459774
1,0,00:00,tinyllama,How to Build a Better World: An Eco-Socialist Vision for the Future,0.1556034242695961,0.42297396063804626,0.0,0.36787944117144233
3,193,03:13,mistral-7b-v0.3,"Embracing Eco-Socialism: Towards a World of Worker Control, Universal Services, & Harmony",0.16286635678477704,0.44271665811538696,0.0,0.36787944117144233
5,430,07:10,mistral-7b-v0.3,"Universal Access to Community Spaces, Food, and Transit in an Eco-Socialist Society",0.17089579178078135,0.4645429253578186,0.0,0.36787944117144233
5,430,07:10,mistral-7b-v0.3,Universal Access to Community Spaces & Free Transit in an Eco-Socialist Society,0.16399833292855648,0.44579368829727173,0.0,0.36787944117144233
5,430,07:10,tinyllama,The Transformation of Work: A Revolutionary Approach to Building a Better World,0.1361231682237688,0.37002113461494446,0.0,0.36787944117144233
6,533,08:53,qwen2-7b,Exploitation at Heart: Capitalism's Dark Side & the Path to Eco-Socialist Alternatives,0.13816396614097196,0.37556859850883484,0.0,0.36787944117144233
6,533,08:53,qwen2-7b,Exploitation at Heart: Capitalism's Dark Side and the Path to Dignified Work,0.1380984801896044,0.37539058923721313,0.0,0.36787944117144233
8,786,13:06,tinyllama,"Encourage Care by Helping Zero-Carbon Communities, Social Programs, and Indigenous Sovereigty Thrive",0.15429235671185576,0.4194101095199585,0.0,0.36787944117144233
9,1059,17:39,qwen2-7b,From Fossil Fascism to Eco-Socialist Liberation: Action Steps & Personal Data Security,0.1435281897946543,0.3901500701904297,0.0,0.36787944117144233
9,1059,17:39,qwen2-7b,From Fossil Fascism to Eco-Socialist Liberation: Action Steps & Personal Data Security,0.1435281897946543,0.3901500701904297,0.0,0.36787944117144233
1,0,00:00,tinyllama,How to Build a World Free of Capitalist Exploitation and Destruction,0.1988255506620288,0.45749279856681824,0.0,0.43459820850707825
1,0,00:00,mistral-7b-v0.3,Imagining an Eco-Socialist Future: A Spark of Hope in the Dark,0.18795967326439444,0.43249067664146423,0.0,0.43459820850707825
2,106,01:46,qwen2-7b,Utopian Vision & Eco-Socialist Politics: Fighting Capitalism for a Zero-Carbon Future,0.17678863294847147,0.40678638219833374,0.0,0.43459820850707825
2,106,01:46,qwen2-7b,Utopian Vision & Eco-Socialist Politics: Fighting Capitalism for a Zero-Carbon Future,0.17678863294847147,0.40678638219833374,0.0,0.43459820850707825
6,533,08:53,qwen2-7b,Exploitation's Grip: Capitalism's Dark Heart and the Quest for Dignified Work,0.1622762523102257,0.3733937442302704,0.0,0.43459820850707825
7,626,10:26,qwen2-7b,Crafting a Culture of Sustainability: From Consumerism to Creativity in Eco-Socialism,0.16695916451304296,0.3841690123081207,0.0,0.43459820850707825
8,786,13:06,tinyllama,Transitioning to Ecological Socialism: A Plan Economy for a Just Future,0.15258459353697582,0.35109347105026245,0.0,0.43459820850707825
9,1059,17:39,tinyllama,How to Build Power Within Capitalism to Break Away from It,0.16910428070195482,0.3891048729419708,0.0,0.43459820850707825
1,0,00:00,qwen2-7b,Igniting Hope: Imagining & Building an Eco-Socialist World Beyond Capitalism,0.22742246365391022,0.4429584741592407,0.0,0.513417119032592
1,0,00:00,qwen2-7b,Igniting Hope: Imagining & Building an Eco-Socialist World Beyond Capitalism,0.22742246365391022,0.4429584741592407,0.0,0.513417119032592
1,0,00:00,mistral-7b-v0.3,Imagining an Eco-Socialist Future: A Pathway to Hope and Liberation,0.22204744396472686,0.4324893653392792,0.0,0.513417119032592
