# Variant 3: BERT ONLY (reference_length = 6)
7,1145,19:05,tinyllama,How did the Ukrainine police seize the servers of a small software company and access the data without any reference to Frank Herberts book?,0.02120276248807555,0.4258688688278198,0.0,0.049787068367863944
8,1287,21:27,tinyllama,"When it Comes to Material Damage, Cyber Security Experts Were Not Much Different From A Bombing Raid",0.06850120436019531,0.42845454812049866,0.0,0.15987974607969388
7,1145,19:05,qwen2-7b,Uncovering the Origins of a Cyber Attack: From Seized Hard Drives to Misunderstood SME Security,0.0798967453277043,0.3580723702907562,0.0,0.22313016014842982
5,910,15:10,llama3.1-8b,Uncovering the kill switch of Napatya. I chose the latter as it better fits,0.08875185819691096,0.3366950750350952,0.0,0.2635971381157267
7,1145,19:05,qwen2-7b,Uncovering the Origins of a Cyber Attack: From Seized Hard Drives to SME Vulnerabilities,0.09251860761965659,0.3509848713874817,0.0,0.2635971381157267
8,1287,21:27,tinyllama,"When Cybersecurity Experts Investigate Cyber Attacks, They Discover That They Are Not Just Wipers",0.099008376105856,0.37560489773750305,0.0,0.2635971381157267
2,165,02:45,mistral-7b-v0.3,The Dawn of Digital Warfare: GRU's Resurgence in 1st State-Sponsored Power Grid Attack,0.12068549692807629,0.38755378127098083,0.0,0.31140322391459774
3,346,05:46,qwen2-7b,The Rise and Tactics of GRU's Cyber Arm: From Hackers to Global Threat,0.11742073313985239,0.37706974148750305,0.0,0.31140322391459774
5,910,15:10,tinyllama,How Napetía Exploited a Common File Name in Windows to Escape Sanctioned Malware,0.11378652036376258,0.3653993010520935,0.0,0.31140322391459774
5,910,15:10,qwen2-7b,Unraveling NAPETIA: The Race Against Time to Identify and Neutralize the Kill Switch,0.0982780710419736,0.3155974745750427,0.0,0.31140322391459774
6,1031,17:11,tinyllama,How the Ukrainian Cybersecurity Company Discovered the Kill Switch in the Petyon Attack,0.13359506115438374,0.42900988459587097,0.0,0.31140322391459774
8,1287,21:27,tinyllama,"When it Comes to Material Damage, NAPTYA Was Not Just a Wiping Operation",0.12624393671675427,0.4054034352302551,0.0,0.31140322391459774
2,165,02:45,qwen2-7b,The Dawn of State-Sponsored Cyber Warfare: A Turning Point in 3rd Wave,0.1374742421830729,0.3736937344074249,0.0,0.36787944117144233
2,165,02:45,qwen2-7b,The Dawn of State-Sponsored Cyber Warfare: A Turning Point in 3rd Wave,0.1374742421830729,0.3736937344074249,0.0,0.36787944117144233
3,346,05:46,qwen2-7b,The Rise and Tactics of Sandworm: Master Cyber Attackers of the GRU,0.13323997735941615,0.3621838092803955,0.0,0.36787944117144233
3,346,05:46,mistral-7b-v0.3,Reinvention of GRU: Birth of Cyber Cowboy Hackers - Sandworn's Global Disruption,0.12962031348365174,0.3523445427417755,0.0,0.36787944117144233
4,663,11:03,qwen2-7b,The Red Message: How NotPetya Spread Chaos and the Secret Kill Switch,0.11618908236530004,0.3158346712589264,0.0,0.36787944117144233
4,663,11:03,qwen2-7b,The Red Message: How NotPetya Spread Chaos and the Secret Kill Switch,0.11618908236530004,0.3158346712589264,0.0,0.36787944117144233
