# Variant 3: BERT ONLY (reference_length = 6)
segment,start_time,timestamp,model,title,avg_score,bert_score,cosine_score,penalty
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Should You Eat Breakfast?,0.4793742597103119,0.4793742597103119,0.0,1.0
1,0,00:00,tinyllama,Breakfast - Should You Eat It?,0.4623686969280243,0.4623686969280243,0.0,1.0
1,0,00:00,llama3.1-8b,The Breakfast Question: Eat or Skip?,0.44707655906677246,0.44707655906677246,0.0,1.0
1,0,00:00,llama3.1-8b,The Breakfast Debate: Eat or Skip?,0.4327484369277954,0.4327484369277954,0.0,1.0
1,0,00:00,llama3.1-8b,The Breakfast Debate: Eat or Skip?,0.4327484369277954,0.4327484369277954,0.0,1.0
1,0,00:00,qwen2-7b,Breakfast Debate: Fueling Your Day?,0.3993048071861267,0.3993048071861267,0.0,1.0
1,0,00:00,qwen2-7b,Breakfast Debate: Fueling Your Day?,0.3993048071861267,0.3993048071861267,0.0,1.0
1,0,00:00,qwen2-7b,Breakfast Debate: Fueling Your Day?,0.3993048071861267,0.3993048071861267,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Breakfast: To Eat or Not?,0.3883412182331085,0.3883412182331085,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Breakfast: To Eat or Not?,0.3883412182331085,0.3883412182331085,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Breakfast: To Eat or Not?,0.3883412182331085,0.3883412182331085,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Breakfast: To Eat or Not?,0.3883412182331085,0.3883412182331085,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Breakfast: To Eat or Not?,0.3883412182331085,0.3883412182331085,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Breakfast: To Eat or Not?,0.3883412182331085,0.3883412182331085,0.0,1.0
1,0,00:00,gemma2-9b,Breakfast: Fuel Your Day?,0.3879742920398712,0.3879742920398712,0.0,1.0
1,0,00:00,gemma2-9b,Breakfast: Fuel Your Day?,0.3879742920398712,0.3879742920398712,0.0,1.0
1,0,00:00,gemma2-9b,Breakfast: Fuel Your Day?,0.3879742920398712,0.3879742920398712,0.0,1.0
1,0,00:00,gemma2-9b,Breakfast: Fuel Your Day?,0.3879742920398712,0.3879742920398712,0.0,1.0
1,0,00:00,llama3.1-8b,Should You Start Your Day with Breakfast?,0.386927733201148,0.45710110664367676,0.0,0.846481724890614
1,0,00:00,llama3.1-8b,Should You Start Your Day with Breakfast?,0.386927733201148,0.45710110664367676,0.0,0.846481724890614
1,0,00:00,mistral-7b-v0.3,Breakfast Debate: To Eat or Not?,0.3862316608428955,0.3862316608428955,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Breakfast Debate: To Eat or Not?,0.3862316608428955,0.3862316608428955,0.0,1.0
1,0,00:00,gemma2-9b,Breakfast: Fuel Your Day or Not?,0.38287922739982605,0.38287922739982605,0.0,1.0
1,0,00:00,llama3.1-8b,Breakfast Bonanza: Eat It or Skip?,0.3814041316509247,0.3814041316509247,0.0,1.0
1,0,00:00,llama3.1-8b,Breakfast - To Eat or Not?,0.37542107701301575,0.37542107701301575,0.0,1.0
1,0,00:00,llama3.1-8b,Breakfast: A Daily Dilemma?,0.372172474861145,0.372172474861145,0.0,1.0
1,0,00:00,llama3.1-8b,Breakfast: The Morning Meal,0.3719278872013092,0.3719278872013092,0.0,1.0
1,0,00:00,qwen2-7b,Breakfast Debate: Fueling Your Day,0.3699519634246826,0.3699519634246826,0.0,1.0
1,0,00:00,qwen2-7b,Breakfast Debate: Fueling Your Day,0.3699519634246826,0.3699519634246826,0.0,1.0
1,0,00:00,gemma2-9b,Breakfast: Fuel Your Day or Fad?,0.3696533143520355,0.3696533143520355,0.0,1.0
1,0,00:00,gemma2-9b,Breakfast: Fuel Your Day or Fad?,0.3696533143520355,0.3696533143520355,0.0,1.0
