# Variant 3: BERT ONLY (reference_length = 6)
segment,start_time,timestamp,model,title,avg_score,bert_score,cosine_score,penalty
1,0,00:00,mistral-7b-v0.3,The Silent Shockwave: Chelybinsk Asteroid Impact,0.3648397922515869,0.3648397922515869,0.0,1.0
1,0,00:00,mistral-7b-v0.3,The Silent Shockwave: Near-Earth Asteroid Impact,0.36103737354278564,0.36103737354278564,0.0,1.0
1,0,00:00,mistral-7b-v0.3,The Silent Shockwave: Near-Earth Asteroid Impact,0.36103737354278564,0.36103737354278564,0.0,1.0
1,0,00:00,mistral-7b-v0.3,The Silent Shockwave: Near-Earth Asteroid Impacts,0.358953058719635,0.358953058719635,0.0,1.0
1,0,00:00,gemma2-9b,The Day Earth Missed An Asteroid,0.3582747280597687,0.3582747280597687,0.0,1.0
1,0,00:00,gemma2-9b,The Day Earth Missed An Asteroid,0.3582747280597687,0.3582747280597687,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Unseen Dangers: The Chelybinsk Asteroid Explosion,0.3550393283367157,0.3550393283367157,0.0,1.0
1,0,00:00,llama3.1-8b,Asteroid Missed: The Chelybinsk Close Call,0.34392714500427246,0.34392714500427246,0.0,1.0
1,0,00:00,tinyllama,The Close Approach of an Asteroid,0.33554860949516296,0.33554860949516296,0.0,1.0
1,0,00:00,gemma2-9b,Chelyabinksk: Missed Asteroid Warning,0.3305693566799164,0.3305693566799164,0.0,1.0
1,0,00:00,gemma2-9b,Chelyabinksk: Missed Asteroid Warning,0.3305693566799164,0.3305693566799164,0.0,1.0
1,0,00:00,gemma2-9b,Chelyabinksk: Missed Asteroid Warning,0.3305693566799164,0.3305693566799164,0.0,1.0
1,0,00:00,gemma2-9b,Chelyabinksk: Missed Asteroid Warning,0.3305693566799164,0.3305693566799164,0.0,1.0
1,0,00:00,llama3.1-8b,Asteroid Surprise Over Chelybansk,0.32494959235191345,0.32494959235191345,0.0,1.0
1,0,00:00,tinyllama,Asteroid Impacts: How Close Are They?,0.31316402554512024,0.31316402554512024,0.0,1.0
1,0,00:00,tinyllama,Asteroid Impacts: How Close Are They?,0.31316402554512024,0.31316402554512024,0.0,1.0
1,0,00:00,tinyllama,Asteroid Impacts: How Close Are They?,0.31316402554512024,0.31316402554512024,0.0,1.0
1,0,00:00,llama3.1-8b,The Asteroid That Got Away,0.3096782863140106,0.3096782863140106,0.0,1.0
1,0,00:00,mistral-7b-v0.3,The Silent Shockwave: The Chelybinsk Asteroid Incident,0.30936177732593617,0.36546775698661804,0.0,0.846481724890614
1,0,00:00,llama3.1-8b,Asteroid Missed: Lessons from Chelyabsk,0.3085087239742279,0.3085087239742279,0.0,1.0
1,0,00:00,qwen2-7b,Asteroid Apocalypse: Missteps in Space Detection,0.28686097264289856,0.28686097264289856,0.0,1.0
1,0,00:00,tinyllama,Asteroid Close Encounters,0.2774146795272827,0.2774146795272827,0.0,1.0
1,0,00:00,tinyllama,Asteroid Close Approach,0.2758741080760956,0.2758741080760956,0.0,1.0
1,0,00:00,tinyllama,Asteroid Close Encounter,0.27367281913757324,0.27367281913757324,0.0,1.0
1,0,00:00,tinyllama,Asteroid Close Encounter,0.27367281913757324,0.27367281913757324,0.0,1.0
1,0,00:00,mistral-7b-v0.3,The Silent Shockwave: Near-Earth Asteroid Impact in Chelybinsk,0.2728605106360779,0.3808075189590454,0.0,0.7165313105737893
1,0,00:00,mistral-7b-v0.3,The Silent Shockwave: Near-Earth Asteroid Impact in Chelybinsk,0.2728605106360779,0.3808075189590454,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Asteroid Apocalypse: Missed Predictions and Close Calls,0.2688805474257565,0.3176448345184326,0.0,0.846481724890614
1,0,00:00,qwen2-7b,Asteroid Apocalypse: Missed Predictions and Close Calls,0.2688805474257565,0.3176448345184326,0.0,0.846481724890614
1,0,00:00,qwen2-7b,Asteroid Apocalypse: Missed Predictions and Close Calls,0.2688805474257565,0.3176448345184326,0.0,0.846481724890614
1,0,00:00,qwen2-7b,Asteroid Apocalypse: Missed Predictions and Close Calls,0.2688805474257565,0.3176448345184326,0.0,0.846481724890614
1,0,00:00,tinyllama,A Closer Look at the Chalyabinov Asteroids,0.2686164699204018,0.3173328638076782,0.0,0.846481724890614
1,0,00:00,qwen2-7b,Asteroid Apocalypse: Missed Predictions and Hidden Hazards,0.2669110156147081,0.31531810760498047,0.0,0.846481724890614
1,0,00:00,qwen2-7b,Asteroid Apocalypse: Missed Predictions and Hidden Hazards,0.2669110156147081,0.31531810760498047,0.0,0.846481724890614
1,0,00:00,gemma2-9b,When Asteroids Strike Back,0.2631044387817383,0.2631044387817383,0.0,1.0
1,0,00:00,gemma2-9b,When Asteroids Strike Back,0.2631044387817383,0.2631044387817383,0.0,1.0
1,0,00:00,gemma2-9b,When Asteroids Strike Back,0.2631044387817383,0.2631044387817383,0.0,1.0
1,0,00:00,gemma2-9b,When Asteroids Strike Back,0.2631044387817383,0.2631044387817383,0.0,1.0
1,0,00:00,llama3.1-8b,Asteroid Alert: Missed Opportunities,0.2610491216182709,0.2610491216182709,0.0,1.0
1,0,00:00,llama3.1-8b,Asteroid Alert: Missed Opportunities,0.2610491216182709,0.2610491216182709,0.0,1.0
1,0,00:00,llama3.1-8b,Asteroid Alert: Missed Opportunity,0.25756943225860596,0.25756943225860596,0.0,1.0
1,0,00:00,llama3.1-8b,Asteroid Alert: Missed Opportunity,0.25756943225860596,0.25756943225860596,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Unheard Impact: The Silent Explosion of Chelybinsk Asteroid,0.25718370184669875,0.35892876982688904,0.0,0.7165313105737893
1,0,00:00,llama3.1-8b,The Day Asteroids Caught Us Off Guard,0.24957486220314076,0.2948378622531891,0.0,0.846481724890614
1,0,00:00,llama3.1-8b,The Day Asteroids Caught Us Off Guard,0.24957486220314076,0.2948378622531891,0.0,0.846481724890614
1,0,00:00,qwen2-7b,Asteroid Blasts and Missed Predictions: Earth's Fragile Defense,0.24638904059035616,0.3438636064529419,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Asteroid Blasts and Missed Predictions: Earth's Fragile Defense,0.24638904059035616,0.3438636064529419,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Asteroid Blasts and Missed Predictions: Earth's Fragile Defense,0.24638904059035616,0.3438636064529419,0.0,0.7165313105737893
1,0,00:00,tinyllama,A Close Call,0.24380822479724884,0.24380822479724884,0.0,1.0
1,0,00:00,mistral-7b-v0.3,The Silent Shockwave: The Unseen Danger of Near-Earth Asteroids,0.21799807568639157,0.3594180643558502,0.0,0.6065306597126334
2,106,01:46,tinyllama,The Core of Our Solar System,0.348747581243515,0.348747581243515,0.0,1.0
2,106,01:46,gemma2-9b,Asteroids: Cosmic Debris and Planetary Threats,0.32845205068588257,0.32845205068588257,0.0,1.0
