# Variant 3: BERT ONLY (reference_length = 6)
8,1557,25:57,tinyllama,How does the Lava Transformer architecture handle challenging language tasks such as training large models on unseen data?,0.05363016868213532,0.3962763249874115,0.0,0.1353352832366127
4,370,06:10,tinyllama,How to Train a Neural Network to Predict City Names Using Python and Keras,0.0901440407266422,0.3419765532016754,0.0,0.2635971381157267
9,1694,28:14,tinyllama,Welch LABS - How I Quit YouTube and Started Going Full Time Creating Videos,0.10705558187553728,0.4061333239078522,0.0,0.2635971381157267
2,128,02:08,qwen2-7b,From Spam Calls to School Alerts: My Unexpected Love Affair with CogniT,0.12215088040024591,0.3320405185222626,0.0,0.36787944117144233
2,128,02:08,qwen2-7b,From Spam Calls to School Alerts: My Unexpected Love Affair with Cognit,0.12215088040024591,0.3320405185222626,0.0,0.36787944117144233
5,568,09:28,tinyllama,Back Propagation: A Simple Way To Solve For Slopes Of Neural Networks,0.15444653868642155,0.41982921957969666,0.0,0.36787944117144233
5,568,09:28,tinyllama,Back Propagation: A Simple Approach to Numerical Estimation of Neural Network Slopes,0.1538984762014205,0.41833943128585815,0.0,0.36787944117144233
9,1694,28:14,tinyllama,"Welch LABS: How I Quit, Learned Math, & Became a Full-Time Creator",0.14441368089596848,0.3925570845603943,0.0,0.36787944117144233
9,1694,28:14,qwen2-7b,From Quitting to Pursuing Educational Impact: My Journey to Full-Time Content Creation,0.1318076736305353,0.3582904040813446,0.0,0.36787944117144233
9,1694,28:14,qwen2-7b,From Machine Learning Engineer to Education Entrepreneur: My Journey to Financial Independence,0.12610810445626391,0.3427973687648773,0.0,0.36787944117144233
9,1694,28:14,qwen2-7b,From Machine Learning Engineer to Education Entrepreneur: My Journey to Financial Independence,0.12610810445626391,0.3427973687648773,0.0,0.36787944117144233
2,128,02:08,tinyllama,How to Train Your Meta's Alumna Model to Identify Unknown Numbers,0.1807400141625812,0.41587841510772705,0.0,0.43459820850707825
2,128,02:08,tinyllama,How to Train Your Meta's Alumna Model for Better Focus Time,0.17639132924665485,0.4058721959590912,0.0,0.43459820850707825
2,128,02:08,qwen2-7b,From Spam Calls to School Notifications: My New Call Management Strategy,0.15014593240599475,0.3454821705818176,0.0,0.43459820850707825
2,128,02:08,qwen2-7b,Eliminating Distractions: My Journey from Spam Calls to Personal Data Protection,0.14972541865581118,0.3445145785808563,0.0,0.43459820850707825
4,370,06:10,tinyllama,How to Train a Small Linear Model to Predict City Coordinates,0.15616303382883262,0.35932737588882446,0.0,0.43459820850707825
5,568,09:28,mistral-7b-v0.3,Unraveling Loss Function Slopes: A Journey from Numerical Estimates to Backpropagation,0.15922334087578405,0.3663690686225891,0.0,0.43459820850707825
9,1694,28:14,tinyllama,Welch LABS: How I Quit Full-Time Job to Make Education Better,0.16858227479830964,0.38790374994277954,0.0,0.43459820850707825
9,1694,28:14,tinyllama,Welch LABS - A New Way To Learn Math & Science,0.16141614646094982,0.3714146614074707,0.0,0.43459820850707825
9,1694,28:14,tinyllama,Welch LABS - A New Way To Learn Math & Science,0.16141614646094982,0.3714146614074707,0.0,0.43459820850707825
9,1694,28:14,qwen2-7b,From Quitting to Pursuing Education: My Journey Back to Welch Labs,0.14680536920582707,0.337795615196228,0.0,0.43459820850707825
9,1694,28:14,qwen2-7b,From Quitting to Pursuing Educational Impact: My Journey in Video Creation,0.1394793609370826,0.3209386467933655,0.0,0.43459820850707825
